Individual/Business name,Address,Economic activity,Year
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1910
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1911
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1912
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1913
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1914
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1915
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",importer & commsn agt,1916
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",importer & commsn agt,1917
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",importer & commsn agt,1918
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",importer & commsn agt,1919
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",importer and commsn agt,1920
Chinese Club,"173 Little Bourke St, Melbourne, Australia",[no data],1940
"Hoarding, A.A. Co 24","175 Little Bourke St, Melbourne, Australia",[no data],1903
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1900
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1901
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1902
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1903
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1904
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1905
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist,1906
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1907
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1908
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1909
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1910
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1911
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruitere,1912
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1913
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1914
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1915
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1916
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1917
Sam Yick,"176 Little Bourke St, Melbourne, Australia",tobacconist and fruiterer,1918
Sun Kwong On,"177 Little Bourke St, Melbourne, Australia",importer,1900
"Sun Kwong, On","177 Little Bourke St, Melbourne, Australia",importer,1901
Sun Tong On,"177 Little Bourke St, Melbourne, Australia",fruiterer,1902
Sun Tong & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1903
Tim Young & Co,"177 Little Bourke St, Melbourne, Australia",banana merchants,1904
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1904
Tim Young & Co,"177 Little Bourke St, Melbourne, Australia",banana merchants,1905
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1905
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1906
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1907
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1908
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1909
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1910
Sun Ton On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1911
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1912
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1913
Sun Tong On & Co,"177 Little Bourke St, Melbourne, Australia",fruiterers,1914
Quong Mee Lee,"177 Little Bourke St, Melbourne, Australia",stamp vendor,1915
Quong Me Long,"177 Little Bourke St, Melbourne, Australia",grocer,1916
Quong Me Long,"177 Little Bourke St, Melbourne, Australia",grocer,1917
Quong Me Long,"177 Little Bourke St, Melbourne, Australia",grocer,1918
Quong Me Long,"177 Little Bourke St, Melbourne, Australia",grocer,1919
Quong Me Long,"177 Little Bourke St, Melbourne, Australia",grocer,1920
"Sun Yee, Kee & Co","177 Little Bourke St, Melbourne, Australia",merchants,1940
"Young, T. & Co","178 Little Bourke St, Melbourne, Australia",[no data],1900
"Young, T., & Co","178 Little Bourke St, Melbourne, Australia",banana importers,1901
"Young, T., & Co","178 Little Bourke St, Melbourne, Australia",banana importers,1902
Hoong Sang & Co,"178 Little Bourke St, Melbourne, Australia",banana importers,1903
Hoong Sang & Co,"178 Little Bourke St, Melbourne, Australia",banana importers,1904
Hoong Sang Chung,"178 Little Bourke St, Melbourne, Australia",banana importer,1905
Hoong Sang Chung,"178 Little Bourke St, Melbourne, Australia",banana importer,1906
Hoong Sang Chung,"178 Little Bourke St, Melbourne, Australia",banana importer,1907
Hoong Sang Chung,"178 Little Bourke St, Melbourne, Australia",banana importer,1908
Sang Sun Hoong,"178 Little Bourke St, Melbourne, Australia",[no data],1909
Sun Hoong Sang,"178 Little Bourke St, Melbourne, Australia",[no data],1910
Sun Hoong Sang,"178 Little Bourke St, Melbourne, Australia",[no data],1911
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1912
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1913
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1914
Sing Lee Lung & Co.,"178 Little Bourke St, Melbourne, Australia",grocers,1915
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1916
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1917
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1918
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1919
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1920
Sing Lee Lung & Co,"178 Little Bourke St, Melbourne, Australia",grocers,1940
Sun Yee Tai,"179 Little Bourke St, Melbourne, Australia",fruiterer,1900
Sun Yee Tai,"179 Little Bourke St, Melbourne, Australia",fruiterer,1901
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1907
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1908
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1909
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1910
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1911
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1912
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1913
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1914
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",[no data],1915
vacant,"179 Little Bourke St, Melbourne, Australia",vacant,1916
Sun Tong On,"179 Little Bourke St, Melbourne, Australia",importer,1917
Sun Tong On,"179 Little Bourke St, Melbourne, Australia",importer,1918
Sun Tong On,"179 Little Bourke St, Melbourne, Australia",importer,1919
Sun Hop Lee,"179 Little Bourke St, Melbourne, Australia",gen store,1920
Sun Hop Lea,"179 Little Bourke St, Melbourne, Australia",general store,1940
Hong On,"180 Little Bourke St, Melbourne, Australia",banana importer,1900
Hong On,"180 Little Bourke St, Melbourne, Australia",banana importer,1901
Hong On,"180 Little Bourke St, Melbourne, Australia",banana importer,1902
Hong On,"180 Little Bourke St, Melbourne, Australia",banana importer,1903
Hong On,"180 Little Bourke St, Melbourne, Australia",banana importer,1904
Hong On,"180 Little Bourke St, Melbourne, Australia",banana importer,1905
Hong On,"180 Little Bourke St, Melbourne, Australia",banana importer,1906
On Lee,"180 Little Bourke St, Melbourne, Australia",tobacconist,1907
On Yick,"180 Little Bourke St, Melbourne, Australia",tobacconist,1908
Fung Lee,"180 Little Bourke St, Melbourne, Australia",banana store,1911
Fung Lee,"180 Little Bourke St, Melbourne, Australia",banana store,1912
Fung Lee,"180 Little Bourke St, Melbourne, Australia",[no data],1913
"Anguey, H. & Co","180 Little Bourke St, Melbourne, Australia",fruit merchants,1914
vacant,"180 Little Bourke St, Melbourne, Australia",vacant,1915
vacant,"180 Little Bourke St, Melbourne, Australia",vacant,1916
vacant,"180 Little Bourke St, Melbourne, Australia",vacant,1917
vacant,"180 Little Bourke St, Melbourne, Australia",vacant,1918
Ah Lew,"180 Little Bourke St, Melbourne, Australia",gen store,1920
"Dooey, Din","180 Little Bourke St, Melbourne, Australia",cafe,1940
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1900
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1901
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1902
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1903
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1904
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1905
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1906
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia", merchant,1907
Hoong Chun Tong,"181 Little Bourke St, Melbourne, Australia",Chinese druggist,1907
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1908
Hoong Chun Tong,"181 Little Bourke St, Melbourne, Australia",Chinese druggist,1908
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1909
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1910
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1911
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1912
Sun Suey Shing,"181 Little Bourke St, Melbourne, Australia",merchant,1913
Sun Tong On,"181 Little Bourke St, Melbourne, Australia",importers,1915
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1900
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1901
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1902
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1903
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1904
Choon Wah Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1905
Choong Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1906
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1907
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1908
Choon Woh Hong,"182 Little Bourke St, Melbourne, Australia",Chinese druggist,1909
Fung Lee,"182 Little Bourke St, Melbourne, Australia",banana store,1910
On Lee,"182 Little Bourke St, Melbourne, Australia",tea merchant,1911
Quong Cheong,"182 Little Bourke St, Melbourne, Australia",grocer,1912
Quong Cheong,"182 Little Bourke St, Melbourne, Australia",grocer,1913
Quong Cheong,"182 Little Bourke St, Melbourne, Australia",grocer,1914
Quong Cheong,"182 Little Bourke St, Melbourne, Australia",grocer,1915
Quong Cheong,"182 Little Bourke St, Melbourne, Australia",grocer,1916
Quong Cheong,"182 Little Bourke St, Melbourne, Australia",grocer,1917
"Quong, Cheong","182 Little Bourke St, Melbourne, Australia",grocer,1918
"Quong, Cheong","182 Little Bourke St, Melbourne, Australia",grocer,1919
Choong Wah Shing,"182 Little Bourke St, Melbourne, Australia",gen store,1920
"Bow, Cheong","182 Little Bourke St, Melbourne, Australia",frtr [fruiter],1940
Sun Wah Chong,"183 Little Bourke St, Melbourne, Australia",importer,1902
Sun Wah Chong & Co,"183 Little Bourke St, Melbourne, Australia",importers,1903
Sun Wah Chong & Co,"183 Little Bourke St, Melbourne, Australia",importers,1904
Sun Wah Chong & Co,"183 Little Bourke St, Melbourne, Australia",importers,1905
Sun Wah Chong & Co,"183 Little Bourke St, Melbourne, Australia",importers,1906
Sun Wah Chong & Co,"183 Little Bourke St, Melbourne, Australia",importers,1907
Sun Wah Chong & Co,"183 Little Bourke St, Melbourne, Australia",importers,1908
Quong Lee & Co,"183 Little Bourke St, Melbourne, Australia",importers,1909
vacant,"183 Little Bourke St, Melbourne, Australia",vacant,1910
Chung Hing,"183 Little Bourke St, Melbourne, Australia",importer,1911
Chung Hing,"183 Little Bourke St, Melbourne, Australia",importer,1912
Chung Hing,"183 Little Bourke St, Melbourne, Australia",importer,1913
Chung Hing,"183 Little Bourke St, Melbourne, Australia",importer,1914
Williams' Motor Co.,"183 Little Bourke St, Melbourne, Australia",[no data],1915
Williams' Motor Co,"183 Little Bourke St, Melbourne, Australia",[no data],1916
Williams Motor Co,"183 Little Bourke St, Melbourne, Australia",[no data],1917
Williams' Motor Co,"183 Little Bourke St, Melbourne, Australia",[no data],1918
Williams' Motor Co,"183 Little Bourke St, Melbourne, Australia",[no data],1919
Wing Lee,"183 Little Bourke St, Melbourne, Australia",gen store,1920
Chinese,"183 Little Bourke St, Melbourne, Australia",[no data],1940
Sue Wing Chung & Co,"184 Little Bourke St, Melbourne, Australia",merchants,1909
Sue Wing Chung & Co and Sun Wah Chong,"184 Little Bourke St, Melbourne, Australia",mers and merchant,1910
Sue Wing Chung & Co and Sun Wah Chong,"184 Little Bourke St, Melbourne, Australia",mers and merchant,1911
Sue Wing Chung & Co and Sun Wah Chong,"184 Little Bourke St, Melbourne, Australia",mers and merchant,1912
Sue Wing Chung & Co and Sun Wah Chong,"184 Little Bourke St, Melbourne, Australia",mers and merchant,1913
Sue Wing Chung & Co and Sun Wah Chong,"184 Little Bourke St, Melbourne, Australia",mers and merchant,1914
Sue Wing Chung & Co,"184 Little Bourke St, Melbourne, Australia",mers,1915
Sun Wah Chong,"184 Little Bourke St, Melbourne, Australia",merchant,1915
Sue Wing Chung & Co and Sun Wah Chong,"184 Little Bourke St, Melbourne, Australia",mers and merchant,1916
Sue Wing Chung & Co and See Wah Chong,"184 Little Bourke St, Melbourne, Australia",mers,1917
Sun War Chung & Co,"184 Little Bourke St, Melbourne, Australia",grocer,1918
Hong Choon Tong,"184 Little Bourke St, Melbourne, Australia",merchant,1918
Sun War Chung & Co,"184 Little Bourke St, Melbourne, Australia",merchs,1919
Hong Choon Tong,"184 Little Bourke St, Melbourne, Australia",merchant,1919
Sun War Chung & Co,"184 Little Bourke St, Melbourne, Australia",merchs,1920
Hong Choon Tong,"184 Little Bourke St, Melbourne, Australia",merchant,1920
Sun Wah Chong & Co,"184 Little Bourke St, Melbourne, Australia",merchants,1940
Sun Wah Chong,"185 Little Bourke St, Melbourne, Australia",importer,1900
Sun Wah Chong,"185 Little Bourke St, Melbourne, Australia",importer,1901
Quong Hoong Wah,"189 Little Bourke St, Melbourne, Australia",fruit merchant,1900
Quong Hoong Wah,"189 Little Bourke St, Melbourne, Australia",fruit merchant,1901
Quong Hoong Wah,"189 Little Bourke St, Melbourne, Australia",fruit merchant,1902
Quong Hoong Wah,"189 Little Bourke St, Melbourne, Australia",fruit merchant,1903
Yick Lee,"189 Little Bourke St, Melbourne, Australia",[no data],1904
Yick Lee,"189 Little Bourke St, Melbourne, Australia",[no data],1905
Yick Lee,"189 Little Bourke St, Melbourne, Australia",[no data],1906
Yick Lee,"189 Little Bourke St, Melbourne, Australia",[no data],1907
Yick Lee,"189 Little Bourke St, Melbourne, Australia",[no data],1908
Melbourne Chinese Progress Association,"189 Little Bourke St, Melbourne, Australia",[no data],1908
Melbourne Chinese Progress Association,"189 Little Bourke St, Melbourne, Australia",[no data],1909
Melbourne Chinese Progress Association,"189 Little Bourke St, Melbourne, Australia",[no data],1910
Melbourne Chinese Progress Association,"189 Little Bourke St, Melbourne, Australia",[no data],1911
